ciqticker,SP_COMPANY_NAME,ownership_score,insider_activity_score,final_score
IDX:PWON,PT Pakuwon Jati Tbk,1.0024745010310963,7.64876956133677,4.3957667027174985
IDX:HRUM,PT Harum Energy Tbk,1.0017087080285993,7.649346951677296,4.395663831191751
IDX:ACES,PT Ace Hardware Indonesia Tbk,1.0016962865329595,7.649346951677296,4.395657048813014
IDX:BTPS,PT Bank BTPN Syariah Tbk,1.0009593501705616,7.649629618543973,4.39540900881381
IDX:SIDO,PT Industri Jamu dan Farmasi Sido Muncul Tbk,1.001636599891819,7.64877008052081,4.395309475847839
IDX:INDF,PT Indofood Sukses Makmur Tbk,1.0016295700046765,7.64877008052081,4.395305637392433
BSE:532215,Axis Bank Limited,1.0012620035307098,7.6489599490089,4.395208610828487
KOSE:A032640,LG Uplus Corp.,1.0012981570345019,7.64877008052081,4.395124679450874
KOSE:A009900,"Myoung Shin Industrial Co.,Ltd",1.00134132493675,7.648726815184074,4.3951246262497445
PSE:FB,"San Miguel Food and Beverage, Inc.",1.0011761942503241,7.648778733588158,4.3950628101368725
SET:CPAXT,CP Axtra Public Company Limited,1.000938823650086,7.64877008052081,4.3949284764189205
NSEI:GLS,Glenmark Life Sciences Limited,1.0007940693411088,7.648772964876593,4.3948510126591716
IDX:ADCP,PT Adhi Commuter Properti Tbk,1.0001313454148069,7.649435501399816,4.394850910333438
IDX:BABP,PT Bank MNC Internasional Tbk,1.0006803715355859,7.648827767636459,4.394818854816272
KLSE:CIMB,CIMB Group Holdings Berhad,1.0011311221648338,7.648359668420885,4.394809382149982
PSE:HOME,AllHome Corp.,1.0006463636699234,7.64877008052081,4.394768787569173
PSE:EMI,Emperador Inc.,1.000116394845273,7.649235024251158,4.394733282600226
IDX:BEER,PT Jobubu Jarum Minahasa TBK,1.0004475789648368,7.64877008052081,4.394660247245518
NSEI:TORNTPOWER,Torrent Power Limited,1.0003721890657542,7.64877008052081,4.394619082891133
NSEI:ABSLAMC,Aditya Birla Sun Life AMC Limited,1.0003594167596184,7.64874371029807,4.3945977103074085
SEHK:1117,China Modern Dairy Holdings Ltd.,1.0002148959506412,7.64877008052081,4.394533197784352
HOSE:SAB,Saigon Beer - Alcohol - Beverage Corporation,1.0000296099250425,7.64877008052081,4.394432028002812
SET:OR,PTT Oil and Retail Business Public Company Limited,1.000013127803854,7.64877008052081,4.394423028443377
IDX:PRDA,PT Prodia Widyahusada Tbk,1.0000046738318984,7.6487712342631236,4.394419042375697
SET:SCGP,SCG Packaging Public Company Limited,1.0000026565427427,7.64877008052081,4.394417310930706
NSEI:SBICARD,SBI Cards and Payment Services Limited,1.0000013126794238,7.64877008052081,4.394416577155139
HOSE:BID,Joint Stock Commercial Bank for Investment and Development of Vietnam,1.0000002115816038,7.64877008052081,4.394415975934267
PSE:FCG,"Figaro Coffee Group, Inc.",1.0000000189272984,7.64877008052081,4.394415870741263
IDX:MAPI,PT. Mitra Adiperkasa Tbk,1.0,7.64877008052081,4.394415860406587
IDX:ADMF,PT Adira Dinamika Multi Finance Tbk,1.0,7.64877008052081,4.394415860406587
KLSE:AIRPORT,Malaysia Airports Holdings Berhad,1.0,7.64877008052081,4.394415860406587
HOSE:VCB,Joint Stock Commercial Bank for Foreign Trade of Vietnam,1.0,7.64877008052081,4.394415860406587
BSE:511218,Shriram Finance Limited,1.0,7.64877008052081,4.394415860406587
IDX:BBYB,PT Bank Neo Commerce Tbk,1.0,7.64877008052081,4.394415860406587
SET:NETBAY,Netbay Public Company Limited,1.0,7.64877008052081,4.394415860406587
HOSE:VRE,Vincom Retail Joint Stock Company,1.0,7.64877008052081,4.394415860406587
IDX:INTP,PT Indocement Tunggal Prakarsa Tbk,1.0,7.64877008052081,4.394415860406587
NYSE:TME,Tencent Music Entertainment Group,1.0,7.64877008052081,4.394415860406587
HNX:IDC,IDICO Corporation - JSC,1.0,7.64877008052081,4.394415860406587
TPEX:5530,Lungyen Life Service Corporation,1.0,7.64877008052081,4.394415860406587
TWSE:6504,"Nan Liu Enterprise Co., Ltd.",1.0,7.64877008052081,4.394415860406587
SET:CPNREIT,CPN Retail Growth Leasehold REIT,1.0,7.64877008052081,4.394415860406587
HOSE:BSI,BIDV Securities Joint Stock Company,1.0,7.64877008052081,4.394415860406587
HOSE:SGN,Saigon Ground Services Joint Stock Company,1.0,7.64877008052081,4.394415860406587
IDX:PANI,PT Pantai Indah Kapuk Dua Tbk,1.0,7.64877008052081,4.394415860406587
TPEX:5289,Innodisk Corporation,1.0,7.64877008052081,4.394415860406587
IDX:MPPA,PT Matahari Putra Prima Tbk,1.0,7.64877008052081,4.394415860406587
SEHK:6110,Topsports International Holdings Limited,1.0,7.64877008052081,4.394415860406587
IDX:SPTO,PT Surya Pertiwi Tbk,1.0,7.64877008052081,4.394415860406587
HOSE:GEG,Gia Lai Electricity Joint Stock Company,1.0669220729628386,7.524826775759065,4.363281156396564
PSE:DNL,"D&L Industries, Inc.",1.1942862050542409,7.377787270409878,4.3525380190888985
IDX:CLEO,PT Sariguna Primatirta Tbk,1.1199608139739725,7.231475907698364,4.2320660509057895
IDX:SMRA,PT Summarecon Agung Tbk,1.166952246284017,7.122967223381745,4.1984764322267445
IDX:ULTJ,PT Ultrajaya Milk Industry & Trading Company Tbk,4.788985984095941,3.140227932517329,4.001524169450889
IDX:BUKA,PT Bukalapak.com Tbk.,1.227282714909867,5.420358623293158,3.301760561451619
IDX:GOTO,PT GoTo Gojek Tokopedia Tbk,1.4321131456799898,1.0,1.0
